"","P01-A06-HLM094","P01-A07-HLM102","P01-A09-HLM053","P01-A11-HLM137","P01-A12-HLM131","P01-B10-HLM020","P01-C01-HLM080","P01-C09-HLM035","P01-D01-HLM079","P01-D04-HLM073","P01-D06-HLM093","P01-D07-HLM105","P01-D08-HLM086","P01-E02-HLM042","P01-E06-HLM100","P01-E07-HLM103","P01-E10-HLM023","P01-E12-HLM138","P01-F01-HLM066","P01-F06-HLM081","P01-F12-HLM140","P01-G03-HLM067","P01-G05-HLM083","P01-G06-HLM075","P01-H01-HLM063","P01-H04-HLM110","P01-H08-HLM052","P01-H11-HLM124","P01-H12-HLM148","P02-A01-HLM146","P02-A05-HLM167","P02-A09-HLM134","P02-A10-HLM405","P02-A11-HLM413","P02-A12-HLM421","P02-B01-HLM145","P02-B04-HLM001","P02-B08-HLM003","P02-B10-HLM406","P02-B11-HLM414","P02-B12-HLM422","P02-C10-HLM407","P02-C11-HLM415","P02-C12-HLM423","P02-D09-HLM400","P02-D10-HLM408","P02-D11-HLM416","P02-D12-HLM424","P02-E09-HLM401","P02-E10-HLM409","P02-E11-HLM417","P02-E12-HLM425","P02-F09-HLM402","P02-F10-HLM410","P02-F11-HLM418","P02-F12-HLM426","P02-G03-HLM036","P02-G09-HLM403","P02-G10-HLM411","P02-G11-HLM419","P02-G12-HLM427","P02-H02-HLM176","P02-H04-HLM162","P02-H06-HLM152","P02-H09-HLM404","P02-H10-HLM412","P02-H11-HLM420","P02-H12-HLM428","P03-A01-HLM429","P03-B01-HLM430","P03-C01-HLM431","P03-D01-NEC","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU157",0.000760514107536695,6.09709625790717e-05,0.00021377227907971,6.6577896138482e-05,4.93664637156492e-05,8.11866236918805e-06,0.000201149906968168,0,0.00134020186790635,9.19610698137788e-05,0.000159574468085106,0,5.52761041401802e-05,1.28325227456466e-05,0.000180354848163762,0,0.00068120691072666,0.000310612061066331,0.00128193388883802,0.00169204737732657,2.06504904491482e-05,0.00166969685725947,0,3.10795481033706e-05,0.000234321745057941,0.000359938810402232,2.4548311076198e-05,0.000186482118436865,0.00152535543659702,2.76464571065218e-05,0.000224592925322852,0.000237755587256301,0,0,0,0.000747244535774332,0,6.03178752023162e-05,0,0,0,0,0.000533504054630815,0,2.11407551477739e-05,3.3206043499917e-05,5.00801282051282e-05,0,0,0,0,0,0,0,0.000942470056940899,8.82425611520949e-05,2.23954134193317e-05,0,0,0,8.77331508483796e-05,4.3330372424551e-05,0.00116605327405896,4.31573950196366e-05,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Selenomonas","?"
"OTU191",0.000202803762009785,0,5.34430697699276e-05,6.6577896138482e-05,0,0,0,0,0,0.000183922139627558,0,0,0,1.28325227456466e-05,0,1.12780258943475e-05,0.000199664094523331,0,0.0230748099990843,0,0,0.000296834996846128,0,4.66193221550559e-05,0.00108640081799591,2.99949008668526e-05,4.90966221523959e-05,0.000248642824582487,0.00023024233005238,0,0.000920830993823695,0,0,0,0,0,0,8.04238336030883e-05,0,0,0,0,0.000604637928581591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64391648143425e-05,4.31573950196366e-05,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","?","?"
"OTU167",0,3.04854812895359e-05,0.000133607674424819,4.43852640923214e-05,0,1.62373247383761e-05,3.35249844946947e-05,0,0.000572377881085005,0.000122614759751705,0.000124113475177305,3.00851409488853e-05,5.52761041401802e-05,7.69951364738794e-05,0.000247987916225173,2.25560517886949e-05,0.00037583829557333,0.000279550854959698,9.15667063455728e-05,0.00275741054082848,0,0.00118733998738451,5.17812758906379e-05,0.000139857966465168,0.000127811860940695,0.000119979603467411,2.4548311076198e-05,0.00010360117690937,0.00129511310654464,0.000138232285532609,0.000157215047725997,0.000317007449675067,0,1.5938795027096e-05,0,0.000186811133943583,1.85384301657336e-05,2.01059584007721e-05,0,0,0,0,0.000177834684876938,0,0,0,0,0,0,0,0,0,0,0,0.000785391714117416,0.000123539585612933,2.23954134193317e-05,0,0,0,3.50932603393518e-05,0,0.000491928724993623,6.47360925294549e-05,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Selenomonas","?"
"OTU169",0.00048165893477324,3.04854812895359e-05,0.000160329209309783,0.000199733688415446,0,0,0,0,0.000237327414108417,0.000413824814162005,0.00076241134751773,3.00851409488853e-05,0.000165828312420541,7.69951364738794e-05,9.01774240818811e-05,5.63901294717373e-05,0.000387583242309996,0.00147540729006507,0.00274700119036718,0.000313342106912327,4.13009808982963e-05,0.00148417498423064,0,1.55397740516853e-05,0.00106509884117246,0.000119979603467411,0.000564611154752553,0.000145041647673118,0.000297396342984324,5.52929142130436e-05,0.000381807973048849,0.000713266761768902,0,0,0,0,0,0.000241271500809265,0,0,0,0,0.000782472613458529,0,0,0,0,0,0,0,0,0,0,0,0.000117808757117612,5.29455366912569e-05,0,0,0,0,5.26398905090277e-05,0,0.000601246219436651,4.31573950196366e-05,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Selenomonas","?"
"OTU551",0,0,0,0,0,0,0,0,2.7920872248049e-05,0,0,0,0,0,2.25443560204703e-05,0,2.34898934733331e-05,0,0,0,0,0,0,0,0,0,0,0,0.00011512116502619,0,2.24592925322852e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","?","?"
"OTU613",5.07009405024463e-05,0,0,0,0,8.11866236918805e-06,0,0,0,0,0,0,0,0,0,0,2.34898934733331e-05,3.10612061066331e-05,0,0,0,0.000111313123817298,0,0,0,0,0,0,3.83737216753967e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117808757117612,0,0,0,0,0,0,0,5.46587472215137e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Selenomonas","Selenomonas sputigena"
"OTU403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25443560204703e-05,0,2.34898934733331e-05,4.65918091599497e-05,0,0,4.13009808982963e-05,0.000259730622240362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82195824071712e-05,4.31573950196366e-05,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","?","?"
"OTU65",0.00529824828250564,0,0.000534430697699276,0.001242787394585,1.64554879052164e-05,9.74239484302566e-05,0.00514608511993563,0.000394321766561514,0.000111683488992196,0.00350984749789256,0.00187943262411348,0.00165468275218869,0.000386932728981261,0.00133458236554724,6.76330680614108e-05,0.00169170388415212,0.00904360898723324,0.000838652564879094,0.00567713579342551,0.000250673685529861,0.000206504904491482,0.00653036993061482,0.000362468931234466,0.000932386443101117,0.0126746762099523,0.00254956657368247,0.00382953652788688,0.00652687414529029,0.000604386116387498,0.00129938348400652,0.00143739472206625,0.0117689015691869,0.00020115058132518,4.78163850812879e-05,0,0.000373622267887166,0.000148307441325869,0.00208096669447991,0.000203086921202275,0,0,0.00143020594965675,0.00110257504623702,0,0,3.3206043499917e-05,5.00801282051282e-05,1.03702167375298e-05,0,0,3.63609919278598e-05,0,0,0,0.000353426271352837,0,0,0,2.9285884621982e-05,0,0,0.000151656303485928,0.0037350143934701,0.0020068188684131,0,0,0.000337990085624155,0.000284596229099964,0,0.000187000774717495,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera","Megasphaera micronuciformis"
"OTU268",2.53504702512232e-05,0.000106699184513376,0,0,0,1.62373247383761e-05,3.35249844946947e-05,1.87772269791197e-05,0.000139604361240245,0,8.86524822695036e-05,0,0.00011055220828036,1.28325227456466e-05,0.000202899204184232,2.25560517886949e-05,0.000246643881469998,3.10612061066331e-05,0,0.000188005264147396,4.13009808982963e-05,0.000222626247634596,0,3.10795481033706e-05,0.000127811860940695,0.000119979603467411,4.90966221523959e-05,8.28809415274958e-05,0.000796254724764481,0,0,0.000237755587256301,0,0,0,0,0,3.01589376011581e-05,0,0,0,0.000143020594965675,3.55669369753877e-05,0,0,0,0,0,0,0,0,0,0,0,0.000353426271352837,5.29455366912569e-05,0,0,0,0,0,4.3330372424551e-05,0.000109317494443027,2.15786975098183e-05,0,0,0,0,0.000134989200863931,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister","Dialister invisus"
"OTU347",2.53504702512232e-05,0,5.34430697699276e-05,2.21926320461607e-05,0,0,0.00050287476742042,1.87772269791197e-05,0,0,5.31914893617021e-05,0,0,1.28325227456466e-05,2.25443560204703e-05,0,2.34898934733331e-05,0,9.15667063455728e-05,0.000125336842764931,4.13009808982963e-05,0,0,1.55397740516853e-05,0.000127811860940695,8.99847026005579e-05,0,0.00010360117690937,0.000211055469214682,0,0,0,0,0,0,0,1.85384301657336e-05,2.01059584007721e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92695857058708e-05,0,0,0,0,0,0,0,5.46587472215137e-05,4.31573950196366e-05,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister","Dialister pneumosintes"
"OTU186",0.000126752351256116,0.000152427406447679,0.000106886139539855,2.21926320461607e-05,0,0.00146135922645385,0,5.63316809373592e-05,5.58417444960981e-05,0.000505785883975784,0,0.000210595986642197,0.000580399093471892,0.000128325227456466,0,0.00412775747733117,0.000364093348836663,0,0,0.000438678949677258,0.000144553433144037,0.000222626247634596,0,0.00029525570698202,0.000660361281526926,0.000509913314736495,9.81932443047918e-05,0.000994571298329949,8.63408737696426e-05,2.76464571065218e-05,4.49185850645705e-05,0,0,0,0,0.000373622267887166,5.56152904972007e-05,0.000191006604807335,0,0,0,0,7.11338739507754e-05,0,0,0,5.00801282051282e-05,0,0,0,0,0,0,0,0.000942470056940899,1.7648512230419e-05,6.71862402579952e-05,0,0,0,1.75466301696759e-05,0.000173321489698204,0.000583026637029479,0.00025894437011782,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","?"
"OTU259",0.000101401881004893,0,0,8.87705281846427e-05,0,4.05933118459403e-05,0.000217912399215515,1.87772269791197e-05,0,0.000153268449689631,0.00049645390070922,0.000180510845693312,0.000442208833121442,0.000179655318439052,0.000293076628266114,0.000157892362520864,0.000129194414103332,0.000108714221373216,0.000183133412691146,0,4.13009808982963e-05,0.000296834996846128,5.17812758906379e-05,3.10795481033706e-05,0.000404737559645535,8.99847026005579e-05,0.000270031421838178,0.000165761883054992,0,0.000248818113958696,6.73778775968557e-05,0.000158503724837534,0,0,0,0,7.41537206629343e-05,0.00010052979200386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85391714117416e-05,0,0,0,0,0,0,0,0.00029151331851474,0.000215786975098183,0,0,0,0,0,5.34287927764272e-05,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","?"
"OTU10",0.0286206809136309,0.00105174910448899,0.0145899580471902,0.0450954283177985,0.00041138719763041,0.00364527940376544,0.0483430276413497,0.00621526213008863,0.0014239644846505,0.0382251513525941,0.0432624113475177,0.055898191883029,0.02454259023824,0.0293608120420393,0.023874473025678,0.0382776198854153,0.0536978964800395,0.0414201183431953,0.0355278820620822,0.0018173842200915,0.0133608673205989,0.0456012763904864,0.0141103976801988,0.0257183260555392,0.101844751192911,0.0228861093614086,0.0427631578947368,0.0464547677261614,0.00638922465895355,0.041856736059274,0.01149915777653,0.0483436360754478,0.0017902401737941,0.000541919030921262,0,0.00859331216140482,0.016350895406177,0.0291234807435183,0.0182372055239643,0.000263296471827277,0.00037233547426231,0.00429061784897025,0.0214112960591834,0,0,0.00033206043499917,0.00325520833333333,1.03702167375298e-05,0,0,0.000109082975783579,0,0,0,0.0160612605537012,0.00181779675973315,0.00199319179432052,0,0.000225919681369575,0.000173485615151077,0.000807144987805092,0.00623957362913534,0.0635134642713989,0.0256786500366838,0,2.29457791239302e-05,0.000732311852185669,0.00120953397367485,0.00323974082073434,0.00144257740496353,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","Veillonella parvula"
"OTU137",0.00048165893477324,0,0.00021377227907971,0,0,0,0,0.000506985128436233,0,0.000229902674534447,0,0.00090255422846656,0,0,0,0.000586457346506068,0,4.65918091599497e-05,0.00366266825382291,0,0.000949922560660816,0,0,3.10795481033706e-05,0.00962849352419905,0,0,0.000725208238365588,0.000182275177958134,0.000165878742639131,0.000179674340258282,0,0,0,0,0.000373622267887166,9.26921508286678e-05,9.04768128034743e-05,0,0,0,0,0.000391236306729264,0,0,0,0.000100160256410256,0,0,0,0,0,0,0,0,0,0,0,1.67347912125611e-05,0,0,0,0.000364391648143425,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","?"
"OTU183",0.000228154232261008,1.52427406447679e-05,0,0.000177541056369285,1.64554879052164e-05,0.000105542610799445,1.67624922473473e-05,7.51089079164789e-05,2.7920872248049e-05,9.19610698137788e-05,0.00143617021276596,0.000240681127591083,0.000829141562102703,0.000230985409421638,0.00139775007326916,0.000135336310732169,4.69797869466662e-05,0.000264020251906382,9.15667063455728e-05,0,4.13009808982963e-05,0.000111313123817298,0.000103562551781276,0.000108778418361797,0.000127811860940695,0.000299949008668526,7.36449332285939e-05,0.000124321412291244,2.87802912565475e-05,0.000912333084515219,8.98371701291409e-05,3.96259312093834e-05,0,7.96939751354798e-05,0,0,0.000352230173148938,0.000221165542408493,0.000121852152721365,0,0,0.00028604118993135,0.000142267747901551,0,0,0,0,1.03702167375298e-05,0,0,0,0,0,0,0.000942470056940899,1.7648512230419e-05,4.47908268386634e-05,0,4.18369780314028e-06,0,3.50932603393518e-05,0.000216651862122755,0.00122071202128047,0.000366837857666911,0,0,0,0,0,0.000133571981941068,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","?","?"
"OTU244",0,1.52427406447679e-05,0,0,0,8.11866236918805e-06,5.0287476742042e-05,0,4.18813083720735e-05,0,0,0,0,5.13300909825863e-05,0.000157810492143292,2.25560517886949e-05,0.000328858508626663,6.21224122132662e-05,0,0,0,0.00055656561908649,0,7.76988702584264e-05,0,0,2.4548311076198e-05,0.000165761883054992,0.00100731019397916,0.000138232285532609,0.000134755755193711,0,0,0,0,0,0,3.01589376011581e-05,0,0,0,4.7673531655225e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000117808757117612,0,0,0,0,0,0,0,0.000327952483329082,4.31573950196366e-05,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Anaeroglobus","Anaeroglobus geminatus"
"OTU352",0,1.52427406447679e-05,0,2.21926320461607e-05,0,8.11866236918805e-06,0,0,0,3.06536899379263e-05,0.000212765957446809,3.00851409488853e-05,5.52761041401802e-05,0,4.50887120409406e-05,0,2.34898934733331e-05,7.76530152665828e-05,0,0,0,0,0,0,6.39059304703477e-05,0.000119979603467411,2.4548311076198e-05,2.07202353818739e-05,3.83737216753967e-05,0,0,0.000277381518465684,0,0,0,0,0,1.0052979200386e-05,0,0,0,0,0.000497937117655428,0,0,0,0,0,0,0,0,0,0,0,0.000274887099941096,0.000123539585612933,0,0,0,0,0,2.16651862122755e-05,3.64391648143425e-05,2.15786975098183e-05,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcus","Peptococcus-like sp."
"OTU111",0.000202803762009785,1.52427406447679e-05,0.000400823023274457,6.6577896138482e-05,1.64554879052164e-05,0.00033286515713671,0.000586687228657157,0.000112663361874718,0.00385308037023077,1.53268449689631e-05,0.000602836879432624,0.00135383134269984,0.000221104416560721,0.000384975682369397,0.000383254052347995,0,7.04696804199993e-05,1.55306030533166e-05,0,0.00313342106912327,0,3.7104374605766e-05,0,0.000233096610775279,6.39059304703477e-05,0.0127478328684124,7.36449332285939e-05,0.000372964236873731,0.00314664517738253,0.00196289845456305,0.00278495227400337,0.000237755587256301,4.0230116265036e-05,9.56327701625757e-05,0,0.0113954791705586,0.000129769011160135,3.01589376011581e-05,0,0,0,0.00166857360793288,0.000284535495803101,0,0,0.000464884608998838,0,0,0,1.26237920608972e-05,0,0,6.87994496044032e-05,7.85689966739125e-05,0.000431965442764579,3.52970244608379e-05,0,0,0,0.00390342634089923,0.000193012931866435,0.00283813939380809,0.000364391648143425,0.000582624832765094,0,0,0,0,0.000134989200863931,0.000908289477199263,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Parvimonas","Peptostreptococcus sp."
"OTU636",0,0,0,0,6.58219516208656e-05,1.62373247383761e-05,0,0,0.000125643925116221,0,0,0,0,0,2.25443560204703e-05,0,1.17449467366665e-05,0,0,0,0,0,0,0,0,0,0,0,0.000143901456282738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Parvimonas","?"
"OTU605",0,0,0,0,1.64554879052164e-05,8.11866236918805e-06,0,0,0,0,0,0,0,0,0,0,7.04696804199993e-05,0,0,0,0,3.7104374605766e-05,0,0,0,0,0,0,1.91868608376983e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75466301696759e-05,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","W5053","Peptostreptococcaceae bacterium"
"OTU607",0,3.04854812895359e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000940026320736981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82195824071712e-05,0,0,0,0,0,0,5.34287927764272e-05,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Murdochiella","uncultured Peptostreptococcaceae bacterium"
"OTU701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112721780102351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0052979200386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15786975098183e-05,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","?","?"
"OTU619",0,0,0,0,0,0,0,0,0,0,0,0,0,2.56650454912931e-05,6.76330680614108e-05,0,0,0,0,0,0,3.7104374605766e-05,0,0,0,0,0,0,5.7560582513095e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55669369753877e-05,0,0,0,0,0,0,0,0,0,0,0,0.000157078342823483,0,0,0,0,0,0,0,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptoanaerobacter","Peptoanaerobacter stomatis"
"OTU721",0,0,0,0,0,0,0,0,0,1.53268449689631e-05,1.77304964539007e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87802912565475e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55669369753877e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","[Eubacterium] yurii group","?"
"OTU242",0,0,5.34430697699276e-05,4.43852640923214e-05,1.64554879052164e-05,0.000146135922645385,0,0,0.000516536136588907,1.53268449689631e-05,1.77304964539007e-05,0,0,0,0.000383254052347995,0,0.000152684307576665,1.55306030533166e-05,0,0,0,0.000148417498423064,2.5890637945319e-05,0,2.13019768234492e-05,2.99949008668526e-05,0,0.000290083295346235,0.000604386116387498,0,8.98371701291409e-05,0,0,0,0,0,0,0,0,0,0,0,7.11338739507754e-05,0,0,3.3206043499917e-05,0,0,0,0,0,0,0,0,0.000353426271352837,8.82425611520949e-05,0,0,0,0,1.75466301696759e-05,0,9.10979120358561e-05,0,0,0,0,0,0.000134989200863931,8.01431891646408e-05,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Filifactor","Filifactor alocis"
"OTU130",0,0.000152427406447679,0.000187050744194747,0.000488237905015535,0,0.000162373247383761,0.000117337445731431,0.000187772269791197,0,4.59805349068894e-05,0.000478723404255319,0.000120340563795541,0.000331656624841081,0.00178372066164487,0.000473431476429876,0,0.000258388828206664,0.0094736678625231,0.000549400238073437,0.000752021056589585,0,0.000408148120663426,0,0.000155397740516853,4.26039536468984e-05,0.00191967365547857,4.90966221523959e-05,0.00010360117690937,0.00595752029010534,0.000193525199745653,0.000134755755193711,0.000277381518465684,0,0.000430347465731591,0,0.000934055669717915,1.85384301657336e-05,8.04238336030883e-05,0.000609260763606824,0.000197472353870458,0,0.000715102974828375,0.00650874946649595,0,0,0.000763739000498091,5.00801282051282e-05,2.07404334750596e-05,0,0,0,0,0,0,0.00302375809935205,0.000247079171225866,2.23954134193317e-05,0,0,0.000520456845453231,0.000210559562036111,0.000151656303485928,0.000255074153700397,0.000172629580078546,0,0,0,0,0.000674946004319654,0.00138914861218711,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus stomatis"
"OTU491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34898934733331e-05,0,0,6.26684213824654e-05,0,0,0,0,0,5.99898017337053e-05,0,2.07202353818739e-05,0.000211055469214682,2.76464571065218e-05,4.49185850645705e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7648512230419e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII UCG-001","Eubacterium sp."
"OTU340",0,0,0,0,0,2.43559871075642e-05,1.67624922473473e-05,0,0.000307129594728539,0,0,0,0,1.28325227456466e-05,4.50887120409406e-05,0,0,0,0,0,0,0,0,0,4.26039536468984e-05,5.99898017337053e-05,0,0,0.000738694142251386,0,4.49185850645705e-05,0,8.0460232530072e-05,0,0,0,0,0,0,0,0,4.7673531655225e-05,0,0,0,0.000199236260999502,0,0,0,0,0,0,0,0,7.85391714117416e-05,0.000105891073382514,0,0,0,0,0.000157919671527083,2.16651862122755e-05,0,4.31573950196366e-05,0,0,0,0,0.000539956803455724,0.000240429567493922,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium] brachy group","Eubacterium brachy"
"OTU499",0,0,0,0,0,0,0,0,1.39604361240245e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000354956925497419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII AD3011 group","uncultured Eubacteriaceae bacterium"
"OTU133",0.000329556113265901,1.52427406447679e-05,0.000160329209309783,0.000355082112738571,4.93664637156492e-05,6.49492989535044e-05,0,0.000244103950728556,1.39604361240245e-05,0.000659054333665415,0.000354609929078014,0.0014440867655465,0.000801503510032613,0.000243817932167285,0.000225443560204703,4.51121035773898e-05,0.00634227123779994,0.000745468946559195,0.000183133412691146,0.000188005264147396,6.19514713474445e-05,0.00111313123817298,7.76719138359569e-05,0.000217556836723594,0.000894683026584867,0.00209964306067968,0.000711901021209741,0.000227922589200613,0.00046048466010476,0.000497636227917392,0.000336889387984278,0.00174354097321287,0,0.000127510360216768,2.42283277608179e-05,0.00672520082196899,5.56152904972007e-05,0.000130688729605018,0,0,0,0.000238367658276125,0.00113814198321241,0,0,0.000863357130997842,0,0,0,6.31189603044859e-06,0,0.00111982082866741,0,0,0.00164932259964657,8.82425611520949e-05,0,0,0,0.000636113922220616,0.000157919671527083,0.000368308165608683,0.000637685384250993,0.000517888740235639,0,6.88373373717905e-05,0,0.000711490572749911,0.000404967602591793,0.000507573531376059,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium] nodatum group","?"
"OTU318",2.53504702512232e-05,0,0.000106886139539855,0,1.64554879052164e-05,3.24746494767522e-05,3.35249844946947e-05,1.87772269791197e-05,8.37626167441471e-05,0,5.31914893617021e-05,0,0,5.13300909825863e-05,0.000157810492143292,0,0.000105704520629999,7.76530152665828e-05,0,0.000188005264147396,0,3.7104374605766e-05,0,3.10795481033706e-05,2.13019768234492e-05,2.99949008668526e-05,0,2.07202353818739e-05,0.000172681747539285,2.76464571065218e-05,4.49185850645705e-05,7.92518624187668e-05,0,7.96939751354798e-05,0,0,0,0,4.06173842404549e-05,0,0,0,3.55669369753877e-05,0,0,0.00033206043499917,0,0,0,0,0,0,0,0,3.92695857058708e-05,0,0,0,0,0.000115657076767385,0,6.49955586368265e-05,7.28783296286849e-05,2.15786975098183e-05,0,0,0,0,0,8.01431891646408e-05,1.52947294362363e-05,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Mogibacterium","?"
