Genus	P01-A01-HLM069	P01-A02-HLM002	P01-A03-HLM038	P01-A04-HLM091	P01-A05-HLM061	P01-A06-HLM094	P01-A07-HLM102	P01-A08-HLM056	P01-A09-HLM053	P01-A10-HLM019	P01-A11-HLM137	P01-A12-HLM131	P01-B01-HLM062	P01-B02-HLM064	P01-B03-HLM037	P01-B04-HLM089	P01-B05-HLM107	P01-B06-HLM097	P01-B07-HLM098	P01-B08-HLM106	P01-B09-HLM054	P01-B10-HLM020	P01-B11-HLM136	P01-B12-HLM122	P01-C01-HLM080	P01-C02-HLM044	P01-C03-HLM045	P01-C04-HLM074	P01-C05-HLM114	P01-C06-HLM084	P01-C07-HLM104	P01-C08-HLM096	P01-C09-HLM035	P01-C10-HLM021	P01-C11-HLM117	P01-C12-HLM128	P01-D01-HLM079	P01-D02-HLM043	P01-D03-HLM025	P01-D04-HLM073	P01-D05-HLM090	P01-D06-HLM093	P01-D07-HLM105	P01-D08-HLM086	P01-D09-HLM055	P01-D10-HLM022	P01-D11-HLM101	P01-D12-HLM135	P01-E01-HLM065	P01-E02-HLM042	P01-E03-HLM049	P01-E05-HLM095	P01-E06-HLM100	P01-E07-HLM103	P01-E08-HLM112	P01-E09-HLM057	P01-E10-HLM023	P01-E11-HLM120	P01-E12-HLM138	P01-F01-HLM066	P01-F02-HLM041	P01-F03-HLM048	P01-F05-HLM092	P01-F06-HLM081	P01-F07-HLM087	P01-F08-HLM050	P01-F09-HLM058	P01-F10-HLM024	P01-F11-HLM116	P01-F12-HLM140	P01-G01-HLM068	P01-G03-HLM067	P01-G04-HLM109	P01-G05-HLM083	P01-G06-HLM075	P01-G07-HLM072	P01-G08-HLM051	P01-G09-HLM059	P01-G10-HLM018	P01-G11-HLM123	P01-G12-HLM178	P01-H01-HLM063	P01-H02-HLM039	P01-H03-HLM070	P01-H04-HLM110	P01-H05-HLM082	P01-H06-HLM078	P01-H07-HLM099	P01-H08-HLM052	P01-H09-HLM029	P01-H10-HLM017	P01-H11-HLM124	P01-H12-HLM148	P02-A01-HLM146	P02-A02-HLM016	P02-A03-HLM171	P02-A04-HLM004	P02-A05-HLM167	P02-A06-HLM172	P02-A07-HLM154	P02-A08-HLM085	P02-A09-HLM134	P02-A10-HLM405	P02-A11-HLM413	P02-A12-HLM421	P02-B01-HLM145	P02-B02-HLM177	P02-B03-HLM032	P02-B04-HLM001	P02-B05-HLM165	P02-B06-HLM013	P02-B07-HLM155	P02-B08-HLM003	P02-B09-HLM130	P02-B10-HLM406	P02-B11-HLM414	P02-B12-HLM422	P02-C01-HLM143	P02-C02-HLM182	P02-C03-HLM033	P02-C04-HLM006	P02-C05-HLM129	P02-C06-HLM010	P02-C07-HLM157	P02-C08-HLM111	P02-C09-HLM127	P02-C10-HLM407	P02-C11-HLM415	P02-C12-HLM423	P02-D01-HLM115	P02-D02-HLM186	P02-D03-HLM030	P02-D04-HLM173	P02-D05-HLM166	P02-D06-HLM189	P02-D07-HLM158	P02-D08-HLM005	P02-D09-HLM400	P02-D10-HLM408	P02-D11-HLM416	P02-D12-HLM424	P02-E01-HLM144	P02-E02-HLM184	P02-E03-HLM014	P02-E04-HLM174	P02-E05-HLM149	P02-E06-HLM190	P02-E07-HLM159	P02-E08-HLM132	P02-E09-HLM401	P02-E10-HLM409	P02-E11-HLM417	P02-E12-HLM425	P02-F01-HLM179	P02-F02-HLM187	P02-F03-HLM027	P02-F04-HLM175	P02-F05-HLM163	P02-F06-HLM126	P02-F07-HLM161	P02-F08-HLM007	P02-F09-HLM402	P02-F10-HLM410	P02-F11-HLM418	P02-F12-HLM426	P02-G01-HLM142	P02-G02-HLM188	P02-G03-HLM036	P02-G04-HLM147	P02-G05-HLM164	P02-G06-HLM141	P02-G07-HLM118	P02-G08-HLM008	P02-G09-HLM403	P02-G10-HLM411	P02-G11-HLM419	P02-G12-HLM427	P02-H01-HLM180	P02-H02-HLM176	P02-H03-HLM031	P02-H04-HLM162	P02-H05-HLM009	P02-H06-HLM152	P02-H07-HLM119	P02-H08-HLM011	P02-H09-HLM404	P02-H10-HLM412	P02-H11-HLM420	P02-H12-HLM428	P03-A01-HLM429	P03-B01-HLM430	P03-C01-HLM431	P03-D01-NEC
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;?	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	2	1	3	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	1	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Filifactor	0	5	2	0	0	0	2	0	6	0	6	1	13	1	3	8	0	5	0	0	0	34	0	0	0	0	1	231	0	4	0	11	0	21	0	0	79	3	6	1	0	3	0	0	6	5	0	0	1	0	3	0	29	0	0	3	31	1	2	1	0	0	33	0	0	4	0	0	0	0	17	8	17	1	0	1	3	0	0	0	1	2	15	229	5	0	2	82	0	34	0	31	129	0	1	0	2	9	0	734	0	0	0	0	0	0	0	1	0	6	6	12	0	60	0	0	0	0	0	6	3	12	0	9	0	32	0	3	0	1	9	0	0	0	26	10	14	0	4	0	0	0	0	1	29	0	8	7	14	0	0	0	0	0	82	31	0	16	0	0	0	0	0	16	6	2	14	0	1	24	2	0	0	0	0	1	2	0	0	4	11	89	0	4	0	0	0	0	0	1	6	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptoanaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	12	0	3	0	0	11	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	8	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptostreptococcus	0	32	30	0	37	3	22	13	9	1	39	0	45	2	8	10	9	108	2	0	2	28	36	175	17	2	5	109	8	19	78	7	19	1008	12	8	2	33	14	5	6	59	8	31	14	2	5	3	8	257	4	0	37	0	21	1	41	1	1177	12	1	9	93	20	15	11	8	23	5	0	28	24	15	0	17	6	18	0	4	21	7	4	68	177	120	2	23	104	3	48	40	8	1205	9	109	3	5	24	26	176	8	9	0	70	0	11	3	0	2	19	8	42	25	10	36	10	0	17	3	85	10	34	14	12	117	435	31	389	0	8	95	21	14	33	178	7	321	0	48	3	2	12	20	15	26	64	48	15	12	0	0	0	0	25	316	128	11	24	18	8	43	2	0	161	25	26	783	1	38	116	5	4	5	0	0	47	31	1	16	39	32	115	24	95	4	0	1	0	0	22	121	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;[Eubacterium] yurii group	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	1	0	0	5	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;?;?	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	5	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	12	4	0	0	0	0	0	0	0	6	5	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	55	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;?	1	14	61	1402	1	17	0	4	9	0	3	0	63	2	0	12	5	1	28	0	30	0	0	1	0	90	0	12	51	11	4	10	1	0	6	337	6	121	38	42	7	5	0	3	1	2	4	1	1	1	3	1	4	3	164	2	53	8	9	485	4	2	37	0	1	4	0	0	1	11	11	48	5	0	3	3	6	0	1	0	15	110	119	388	15	0	3	51	4	1	0	28	90	3	40	0	6	84	2	23	1	2	0	0	0	6	0	4	0	20	1	2	20	3	0	0	0	0	0	18	89	92	83	51	137	2	0	46	0	8	41	1	74	44	1	2	0	0	0	0	0	3	0	36	5	2	19	1	12	0	0	0	0	0	94	6	0	41	1	0	107	0	0	1	3	2	1	0	5	142	1	11	1	0	0	0	0	0	1	6	24	6	5	10	1	0	5	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Selenomonas	1	18	31	305	7	80	12	20	27	33	20	7	388	7	4	61	28	26	228	10	77	8	39	88	24	311	9	174	85	29	23	25	2	21	60	404	490	31	76	69	54	102	3	21	30	1	7	7	7	30	19	7	41	9	138	7	255	9	262	71	54	22	143	134	82	15	34	2	28	5	2001	196	35	5	22	50	122	1	5	5	87	101	52	1297	34	3	12	123	45	18	1	61	680	13	675	0	18	66	40	98	39	64	0	2	0	6	1	8	1	127	16	51	58	21	0	0	0	2	31	162	140	285	85	918	117	35	1	73	0	51	126	12	132	475	24	9	0	1	1	3	0	8	7	19	50	24	92	8	26	0	0	0	0	0	984	70	63	75	36	1	25	0	0	84	26	20	11	3	227	2015	20	80	2	0	0	0	14	13	9	11	195	163	16	94	9	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;?	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	1	0	2	0	0	2	0	7	3	5	1	2	4	0	2	1	5	1	1	0	0	87	22	17	0	7	0	0	0	0	0	0	0	0	5	1	0	15	2	0	1	17	7	8	0	0	2	24	1	11	0	1	2	4	3	315	13	0	0	7	0	10	0	0	0	1	0	0	4	0	0	1	11	0	1	0	20	100	2	0	0	1	8	1	14	0	1	0	0	0	0	0	1	0	14	0	1	2	3	0	0	0	1	0	2	0	14	0	2	0	49	1	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	5	0	2	1	5	1	10	0	0	0	0	0	345	4	2	3	2	1	0	0	0	0	1	0	0	0	6	8	2	4	0	0	0	0	0	0	2	0	13	11	6	0	0	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Anaeroglobus	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	2	0	0	0	1	1	7	0	3	3	1	6	1	0	0	6	0	1	0	0	3	19	14	0	1	0	0	0	0	0	0	0	0	4	0	0	7	2	0	0	28	7	4	0	0	2	19	0	17	0	1	0	5	0	318	15	2	0	5	0	14	0	0	0	0	0	0	2	0	0	3	3	1	1	0	8	105	5	0	0	0	6	5	18	0	0	0	0	0	0	0	0	0	8	0	3	3	5	0	0	0	0	0	3	0	17	0	1	0	56	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	11	0	2	0	0	0	7	0	0	0	0	0	338	3	0	3	1	0	0	0	0	3	0	0	2	0	9	2	1	0	0	0	0	0	0	0	0	0	18	8	2	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister	1	9	3	0	4	5	16	2	2	1	8	0	16	8	2	6	7	26	4	0	9	3	37	8	53	5	6	18	1	2	4	11	3	5	36	11	21	11	23	0	1	17	0	7	9	1	3	1	4	4	3	0	16	5	5	1	45	22	9	3	0	0	132	9	73	5	5	1	13	11	270	10	17	0	6	2	13	0	0	0	3	19	5	20	7	0	8	31	6	7	1	19	225	2	69	0	1	1	12	68	13	9	0	0	0	0	3	8	2	30	15	24	6	18	0	0	0	1	7	7	0	38	7	4	5	50	4	2	0	1	13	10	2	6	8	0	9	0	0	0	0	0	14	2	10	1	7	0	7	0	0	0	0	0	128	12	6	10	2	5	4	0	0	23	5	10	11	1	98	18	1	8	2	0	0	0	4	2	3	1	19	44	3	6	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera	556	10	56	422	24	351	0	314	48	418	104	2	49	0	4	85	215	7	630	10	205	17	333	47	619	594	0	40	20	266	275	114	37	28	689	741	14	118	32	439	100	196	99	25	98	36	27	18	53	186	31	627	14	272	46	18	1437	60	104	121	2	60	716	5	11	7	218	36	19	24	1	332	8	18	113	33	238	34	18	2	631	1072	119	190	173	3	64	197	329	41	25	636	133	93	5843	0	7	135	48	422	431	583	16	6	0	3	12	12	13	948	89	15	384	25	11	0	1	116	24	88	138	1564	97	104	117	623	50	55	0	8	265	2	513	330	26	2	90	0	2	1	1	22	12	21	10	428	1948	8	170	0	0	1	1	0	171	15	8	312	52	5	107	0	0	13	0	139	13	0	47	103	40	690	3	0	9	0	0	1	18	68	401	56	172	335	58	0	0	14	7	0	16	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella	7321	211	1051	4742	1382	2292	140	3565	1015	5230	3980	42	1005	1262	90	988	4296	1532	3017	185	4554	1242	2813	2036	5521	15198	192	1497	793	8334	2391	1483	834	885	8228	3947	247	408	895	4863	764	4954	3742	1913	6605	1195	1730	1057	2696	4394	2238	13173	2062	7420	462	2055	9050	9035	5276	800	526	1154	6215	68	1921	1212	3962	2105	1339	1370	242	2459	514	1045	3581	5676	862	3242	737	110	7375	10151	2425	2172	1591	498	3131	4559	3331	1148	511	4622	1378	2979	8598	4	83	1086	2846	1772	5697	2417	183	73	0	99	1985	3172	1780	4125	279	806	5686	544	875	8	39	785	929	2856	1268	6738	572	2312	1346	2318	175	1186	0	1452	4674	56	7318	1493	590	69	1385	2	26	133	3	139	666	1271	1459	8868	8167	258	4528	0	0	6	1	9	1630	189	185	2659	4603	2358	2620	4	2	823	225	1276	2702	205	3243	747	4734	6792	375	0	124	12	89	26	603	457	6975	6564	2374	2760	1275	0	2	33	30	45	104	0	0
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Pelospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;?;?	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	8	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3	2	0	0	1	31	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	1	0	0	1	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	4	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium	13	1624	860	15	2540	1545	3679	253	99	2642	2936	50	1850	4598	100	2051	1230	4453	422	2	247	3750	6178	9402	9788	248	998	14392	153	124	2687	855	55	682	5134	421	1537	293	1521	1302	90	17411	3038	7709	3026	3057	5053	1360	3574	6454	23	142	4967	588	1086	224	3336	116	4186	54	2372	4105	724	113	5473	2339	293	1577	7066	406	16579	1342	776	1986	1560	1767	274	7	278	40	9158	259	1426	5557	1708	242	1946	116	2863	5992	1592	1342	124	1784	1850	0	8	324	3077	24	5370	1943	5	0	0	58	1543	127	1063	3135	380	1265	2134	1483	0	0	1	413	1674	2329	846	3136	200	13048	4654	5020	0	841	2	645	697	158	2908	1010	731	63	2335	0	2	1	0	44	2781	4770	5795	7205	462	632	1199	0	0	0	0	38	2474	168	173	1496	6030	2058	4832	0	0	393	434	1439	8475	159	2367	1414	5622	2042	6565	0	1	3	127	36	1294	927	2387	5452	2193	6168	664	0	4	0	1	2	2	0	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;?	20	73	87	459	446	357	2485	2220	320	896	319	255	232	105	25	598	1956	3412	679	36	89	2160	504	935	105	185	323	384	32	956	1233	182	567	1447	342	1060	13	84	573	871	172	37	865	476	3851	281	421	534	1042	2178	174	2748	2124	971	46	540	358	4630	3712	245	260	398	951	650	1792	3700	440	2205	12	4849	37	267	615	855	372	4100	293	7244	3426	44	1197	333	1736	338	157	74	771	906	504	172	192	651	22	328	155	0	45	236	903	199	420	18	57	163	147	7	0	337	1497	1080	98	3660	1301	1361	682	15	27	523	1714	103	654	574	88	1667	477	337	146	118	0	294	206	23	984	168	25	94	87	0	213	8	0	17	165	1151	642	5445	714	416	1149	0	9	0	2	5	153	61	59	463	1138	1292	564	25	51	26	18	162	126	12	825	360	666	2524	562	0	28	542	89	7	354	84	1004	3360	580	1574	22	0	46	6	0	7	46	18	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia	16	72	306	886	408	614	44	1052	517	379	2381	10	159	557	27	1144	147	836	555	26	261	376	1282	1920	10	4292	119	1659	14	3183	112	263	32	198	1663	937	629	146	665	952	307	520	127	266	2336	510	744	98	110	1034	177	51	1132	95	294	184	846	18	1386	1988	532	277	621	93	48	282	3137	87	435	67	252	511	208	144	693	494	377	3	206	61	507	236	1682	987	231	29	146	1051	276	277	37	1378	218	81	574	0	13	359	166	482	889	2129	85	198	0	27	253	616	194	941	42	211	3658	411	228	6	1	605	106	1054	96	1145	88	2594	1272	1234	504	750	1	433	1180	78	2369	389	117	13	201	0	11	56	0	31	65	395	221	983	2754	113	2749	0	0	0	0	13	635	282	110	390	217	59	1109	5	1	280	182	252	284	48	200	445	296	3143	123	0	16	0	66	50	308	210	368	1553	200	7954	72	0	6	8	539	0	6	0	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus	1	10	9	0	19	11	16	25	3	1	3	1	1	25	0	0	10	4	0	0	3	125	4	2	0	6	5	3	0	37	0	5	1	0	15	9	6	3	16	4	1	0	3	26	5	82	2	4	0	1	0	0	35	105	9	2	29	0	6	6	1	5	5	1	1	5	46	0	8	0	1	3	49	0	2	1	2	0	0	0	7	6	16	45	2	0	3	4	1	3	0	7	0	1	2	0	0	1	1	2	35	18	0	0	0	1	0	35	1	23	1	0	81	43	0	0	0	5	0	6	0	4	3	91	30	1	0	15	0	0	16	42	27	1	93	3	3	0	0	0	0	1	3	5	73	3	6	2	5	0	0	0	0	37	20	1	0	2	8	19	23	0	0	116	25	73	0	1	3	11	8	9	56	0	0	0	6	0	14	18	44	5	14	11	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1);?;?	0	85	84	0	0	15	37	0	1	6	2	0	0	35	25	0	11	0	0	0	1	89	52	78	1	0	12	0	2	0	440	21	0	185	0	159	0	50	21	23	9	35	0	864	0	20	19	383	0	2	0	0	17	5	26	0	0	0	0	0	0	105	0	0	0	4	3	0	176	0	4	0	19	0	5	0	1	0	0	0	48	0	4	450	29	0	41	1	16	86	8	0	18	3	3	0	0	2	39	19	5	53	0	0	0	6	2	1	0	56	15	0	18	27	0	0	0	4	0	26	29	135	17	157	436	3	0	24	0	33	105	25	98	137	121	43	1194	0	0	0	0	17	269	35	109	2	3	194	2	0	0	0	0	14	139	9	0	14	16	285	283	0	0	39	35	61	519	0	257	146	11	0	1006	0	0	0	5	0	68	199	18	3	606	12	27	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1);SR1 bacterium oral taxon 875;?	0	24	62	0	0	3	21	0	0	8	4	0	0	16	14	0	6	0	0	0	2	19	14	16	2	0	6	0	5	0	148	18	1	39	0	168	0	44	8	26	5	24	0	735	0	1	14	393	1	5	0	0	23	4	10	0	0	0	0	0	0	7	0	0	0	3	0	0	117	0	9	0	17	0	3	0	0	0	1	0	33	0	1	403	0	0	31	0	14	24	8	0	17	5	3	0	3	0	10	2	4	1	0	0	0	0	0	0	0	36	13	0	17	8	0	0	0	1	0	8	33	46	4	151	394	0	0	17	0	10	110	28	70	63	40	5	94	0	0	0	0	4	58	44	50	0	6	128	3	0	1	0	0	13	108	6	2	10	4	210	230	0	0	23	19	56	462	0	24	68	4	0	822	0	0	0	3	0	24	34	8	1	353	5	11	0	0	0	0	0	0	0	1
Bacteria;Patescibacteria;Gracilibacteria;Gracilibacteria bacterium oral taxon 873;?;?	0	0	0	0	0	0	1558	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	4	0	0	8	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	5	1	1	0	6	0	0	2	0	2	78	6	3	0	18	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	29	0	0	0	16	0	0	0	3	0	0	0	14	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22;?;?	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	3	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;?;?	48	109	32	6	215	26	60	30	39	14	9	25	13	134	5	2	22	10	2	0	68	80	317	0	0	88	46	4	1	54	47	21	481	4	50	88	206	544	45	53	429	0	41	5	7	147	2	1	0	56	1	21	4	89	81	9	15	3	3	0	25	3	15	28	0	5	3	0	129	15	106	14	118	0	4	108	39	0	38	396	74	16	59	232	20	14	32	52	48	59	0	32	158	11	12	6	98	14	70	90	16	0	0	0	0	4	1	122	5	47	35	1	20	55	0	0	0	69	2	72	1132	108	29	27	45	10	4	27	0	65	2083	173	227	95	84	25	21	0	52	0	0	327	6	5	27	16	22	107	17	0	0	0	0	0	243	111	6	53	1	6	1193	0	2	38	26	137	42	1	92	388	0	26	74	0	0	42	32	87	102	18	51	19	180	0	3	0	0	22	0	1	4	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Candidatus Saccharibacteria bacterium UB2523;?	0	13	42	0	0	0	4	0	12	0	0	5	6	6	0	0	5	2	1	0	0	4	15	0	0	0	5	2	5	0	1	1	0	3	0	1	43	44	6	0	0	0	0	1	1	0	0	0	2	3	0	0	42	1	24	0	37	0	2	0	3	0	74	0	0	0	5	0	5	2	975	15	6	0	0	2	17	0	0	0	1	0	0	103	3	1	24	6	0	7	0	185	351	11	1	2	48	9	16	58	1	0	0	0	0	2	0	0	0	7	17	59	1	33	0	0	0	7	0	2	2	211	13	1	15	13	0	0	0	13	8	5	2	43	14	0	0	0	36	0	0	3	0	1	3	0	15	8	2	0	0	0	0	0	7905	113	5	7	1	0	1	0	0	5	0	6	0	1	69	316	2	7	4	0	0	0	4	7	0	0	42	18	2	4	0	0	0	0	0	0	3	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;?	1	3	7	0	84	12	0	1	0	0	0	0	0	3	0	0	3	1	0	0	2	5	28	0	0	0	1	0	0	0	0	1	2	1	1	1	33	11	1	0	7	0	1	0	2	5	0	0	0	1	0	0	0	4	2	0	3	0	1	0	15	0	0	27	0	0	0	0	1	0	10	4	17	0	0	2	26	0	0	52	1	0	0	3	1	0	4	23	0	1	0	0	29	1	4	0	10	0	4	9	0	0	0	0	0	0	0	0	0	2	12	0	0	4	0	0	0	0	0	2	3	2	0	0	5	1	0	0	0	2	97	1	1	1	1	1	1	0	4	0	0	6	0	0	2	0	2	4	0	0	0	0	0	0	64	11	2	0	0	2	2	0	0	0	0	2	0	0	14	27	0	3	0	0	0	2	1	4	2	1	5	1	1	0	0	0	0	0	0	0	0	0	0
