,Pvalues,FDR,COPD_IFNnegative,COPD_IFNpositive,TB_IFNpositive,max,min,LDAscore,class,color
g__Bacteria_Rank_Actinobacteriota_Rank_Actinobacteria_Rank_Actinomycetales_Rank_Actinomycetaceae_Rank_F0332,0.0061731,0.011574,1.35483870967742,5,0.09375,5,0.09375,0.538,COPD_IFNpositive,red
g__Bacteria_Rank_Proteobacteria_Rank_Alphaproteobacteria_Rank_Sphingomonadales_Rank_Sphingomonadaceae_Rank_Sphingomonas,0.0071258,0.013274,78.5161290322581,10.3333333333333,0.1875,78.5161290322581,0.1875,1.6,COPD_IFNnegative,darkgreen
o__Bacteria_Rank_Firmicutes_Rank_Bacilli_Rank_Staphylococcales,0.0084591,0.015234,696,456.777777777778,318,696,318,2.28,COPD_IFNnegative,darkgreen
f__Bacteria_Rank_Actinobacteriota_Rank_Actinobacteria_Rank_Streptosporangiales_Rank_Streptosporangiaceae,0.0085338,0.015234,0,0,586,586,0,2.47,TB_IFNpositive,blue
g__Bacteria_Rank_Actinobacteriota_Rank_Actinobacteria_Rank_Streptosporangiales_Rank_Streptosporangiaceae_Rank_Sphaerimonospora,0.0085338,0.015234,0,0,586,586,0,2.47,TB_IFNpositive,blue
o__Bacteria_Rank_Bacteroidota_Rank_Bacteroidia_Rank_Sphingobacteriales,0.0085522,0.015234,4.96774193548387,6,0.21875,6,0.21875,0.59,COPD_IFNpositive,red
f__Bacteria_Rank_Bacteroidota_Rank_Bacteroidia_Rank_Sphingobacteriales_Rank_Lentimicrobiaceae,0.0085522,0.015234,4.96774193548387,6,0.21875,6,0.21875,0.59,COPD_IFNpositive,red
g__Bacteria_Rank_Bacteroidota_Rank_Bacteroidia_Rank_Sphingobacteriales_Rank_Lentimicrobiaceae_Rank_Lentimicrobium,0.0085522,0.015234,4.96774193548387,6,0.21875,6,0.21875,0.59,COPD_IFNpositive,red
o__Bacteria_Rank_Proteobacteria_Rank_Gammaproteobacteria_Rank_Cardiobacteriales,0.0091996,0.016085,0.741935483870968,0.666666666666667,0.09375,0.741935483870968,0.09375,0.122,COPD_IFNnegative,darkgreen
f__Bacteria_Rank_Proteobacteria_Rank_Gammaproteobacteria_Rank_Cardiobacteriales_Rank_Cardiobacteriaceae,0.0091996,0.016085,0.741935483870968,0.666666666666667,0.09375,0.741935483870968,0.09375,0.122,COPD_IFNnegative,darkgreen
g__Bacteria_Rank_Proteobacteria_Rank_Gammaproteobacteria_Rank_Cardiobacteriales_Rank_Cardiobacteriaceae_Rank_Cardiobacterium,0.0091996,0.016085,0.741935483870968,0.666666666666667,0.09375,0.741935483870968,0.09375,0.122,COPD_IFNnegative,darkgreen
g__Bacteria_Rank_Firmicutes_Rank_Bacilli_Rank_Lactobacillales_Rank_Lactobacillaceae_Rank_Ligilactobacillus,0.0094919,0.016495,2.19354838709677,6.33333333333333,0,6.33333333333333,0,0.62,COPD_IFNpositive,red
g__Bacteria_Rank_Synergistota_Rank_Synergistia_Rank_Synergistales_Rank_Synergistaceae_Rank_Fretibacterium,0.011561,0.019969,2.61290322580645,5.55555555555556,0.96875,5.55555555555556,0.96875,0.518,COPD_IFNpositive,red
f__Bacteria_Rank_Bacteroidota_Rank_Bacteroidia_Rank_Bacteroidales_Rank_Rikenellaceae,0.011881,0.020106,0.612903225806452,1.33333333333333,0.03125,1.33333333333333,0.03125,0.218,COPD_IFNpositive,red
o__Bacteria_Rank_Proteobacteria_Rank_Alphaproteobacteria_Rank_Caulobacterales,0.01199,0.020106,21.6774193548387,25.5555555555556,0.1875,25.5555555555556,0.1875,1.14,COPD_IFNpositive,red
f__Bacteria_Rank_Proteobacteria_Rank_Alphaproteobacteria_Rank_Caulobacterales_Rank_Caulobacteraceae,0.01199,0.020106,21.6774193548387,25.5555555555556,0.1875,25.5555555555556,0.1875,1.14,COPD_IFNpositive,red
f__Bacteria_Rank_Actinobacteriota_Rank_Actinobacteria_Rank_Micrococcales_Rank_Microbacteriaceae,0.012064,0.020106,7.19354838709677,1.33333333333333,7853.75,7853.75,1.33333333333333,3.59,TB_IFNpositive,blue
g__Bacteria_Rank_Actinobacteriota_Rank_Actinobacteria_Rank_Micrococcales_Rank_Microbacteriaceae_Rank_Microbacterium,0.012064,0.020106,7.19354838709677,1.33333333333333,7853.75,7853.75,1.33333333333333,3.59,TB_IFNpositive,blue
o__Bacteria_Rank_Proteobacteria_Rank_Gammaproteobacteria_Rank_Pseudomonadales,0.01528,0.025318,30.3870967741935,101.666666666667,19.34375,101.666666666667,19.34375,1.62,COPD_IFNpositive,red
o__Bacteria_Rank_Proteobacteria_Rank_Alphaproteobacteria_Rank_Reyranellales,0.019496,0.03157,0.0645161290322581,0,0.34375,0.34375,0,0.0689,TB_IFNpositive,blue
f__Bacteria_Rank_Proteobacteria_Rank_Alphaproteobacteria_Rank_Reyranellales_Rank_Reyranellaceae,0.019496,0.03157,0.0645161290322581,0,0.34375,0.34375,0,0.0689,TB_IFNpositive,blue
g__Bacteria_Rank_Proteobacteria_Rank_Alphaproteobacteria_Rank_Reyranellales_Rank_Reyranellaceae_Rank_Reyranella,0.019496,0.03157,0.0645161290322581,0,0.34375,0.34375,0,0.0689,TB_IFNpositive,blue
g__Bacteria_Rank_Proteobacteria_Rank_Gammaproteobacteria_Rank_Burkholderiales_Rank_Comamonadaceae_Rank_Aquabacterium,0.022776,0.036674,0,0.111111111111111,0.28125,0.28125,0,0.0571,TB_IFNpositive,blue
f__Bacteria_Rank_Bacteroidota_Rank_Bacteroidia_Rank_Bacteroidales_Rank_Paludibacteraceae,0.027132,0.043199,1.83870967741935,3,1.125,3,1.125,0.287,COPD_IFNpositive,red
g__Bacteria_Rank_Bacteroidota_Rank_Bacteroidia_Rank_Bacteroidales_Rank_Paludibacteraceae_Rank_F0058,0.027132,0.043199,1.83870967741935,3,1.125,3,1.125,0.287,COPD_IFNpositive,red
g__Bacteria_Rank_Patescibacteria_Rank_Saccharimonadia_Rank_Saccharimonadales_Rank_Saccharimonadaceae_Rank_TM7a,0.029797,0.04652,1.25806451612903,1.22222222222222,0.375,1.25806451612903,0.375,0.159,COPD_IFNnegative,darkgreen
c__Bacteria_Rank_Firmicutes_Rank_Syntrophomonadia,0.030197,0.04652,0,1.33333333333333,0,1.33333333333333,0,0.222,COPD_IFNpositive,red
o__Bacteria_Rank_Firmicutes_Rank_Syntrophomonadia_Rank_Syntrophomonadales,0.030197,0.04652,0,1.33333333333333,0,1.33333333333333,0,0.222,COPD_IFNpositive,red
f__Bacteria_Rank_Firmicutes_Rank_Syntrophomonadia_Rank_Syntrophomonadales_Rank_Syntrophomonadaceae,0.030197,0.04652,0,1.33333333333333,0,1.33333333333333,0,0.222,COPD_IFNpositive,red
g__Bacteria_Rank_Firmicutes_Rank_Syntrophomonadia_Rank_Syntrophomonadales_Rank_Syntrophomonadaceae_Rank_Pelospora,0.030197,0.04652,0,1.33333333333333,0,1.33333333333333,0,0.222,COPD_IFNpositive,red
g__Bacteria_Rank_Firmicutes_Rank_Bacilli_Rank_Lactobacillales_Rank_Lactobacillaceae_Rank_Lacticaseibacillus,0.030197,0.04652,0,10.1111111111111,0,10.1111111111111,0,0.782,COPD_IFNpositive,red
g__Bacteria_Rank_Firmicutes_Rank_Clostridia_Rank_Lachnospirales_Rank_Lachnospiraceae_Rank_Roseburia,0.031552,0.048346,0.387096774193548,2.33333333333333,0.03125,2.33333333333333,0.03125,0.333,COPD_IFNpositive,red
g__Bacteria_Rank_Actinobacteriota_Rank_Actinobacteria_Rank_Actinomycetales_Rank_Actinomycetaceae_Rank_Mobiluncus,0.032895,0.049603,0.258064516129032,0,0.125,0.258064516129032,0,0.0527,COPD_IFNnegative,darkgreen
f__Bacteria_Rank_Bacteroidota_Rank_Bacteroidia_Rank_Bacteroidales_Rank_F082,0.034452,0.051407,1.16129032258065,0.111111111111111,0,1.16129032258065,0,0.199,COPD_IFNnegative,darkgreen
c__Bacteria_Rank_Proteobacteria_Rank_Alphaproteobacteria,0.039763,0.058718,287.354838709677,262.777777777778,818.4375,818.4375,262.777777777778,2.45,TB_IFNpositive,blue
g__Bacteria_Rank_Actinobacteriota_Rank_Coriobacteriia_Rank_Coriobacteriales_Rank_Eggerthellaceae_Rank_Slackia,0.040394,0.059205,0.32258064516129,6.11111111111111,0.5,6.11111111111111,0.32258064516129,0.59,COPD_IFNpositive,red
f__Bacteria_Rank_Proteobacteria_Rank_Gammaproteobacteria_Rank_Burkholderiales_Rank_Rhodocyclaceae,0.040509,0.059205,1.38709677419355,0.555555555555556,0.03125,1.38709677419355,0.03125,0.225,COPD_IFNnegative,darkgreen
p__Bacteria_Rank_Desulfobacterota,0.046292,0.065638,0.225806451612903,1,0,1,0,0.176,COPD_IFNpositive,red
c__Bacteria_Rank_Desulfobacterota_Rank_Desulfovibrionia,0.046292,0.065638,0.225806451612903,1,0,1,0,0.176,COPD_IFNpositive,red
o__Bacteria_Rank_Desulfobacterota_Rank_Desulfovibrionia_Rank_Desulfovibrionales,0.046292,0.065638,0.225806451612903,1,0,1,0,0.176,COPD_IFNpositive,red
f__Bacteria_Rank_Desulfobacterota_Rank_Desulfovibrionia_Rank_Desulfovibrionales_Rank_Desulfomicrobiaceae,0.046292,0.065638,0.225806451612903,1,0,1,0,0.176,COPD_IFNpositive,red
g__Bacteria_Rank_Desulfobacterota_Rank_Desulfovibrionia_Rank_Desulfovibrionales_Rank_Desulfomicrobiaceae_Rank_Desulfomicrobium,0.046292,0.065638,0.225806451612903,1,0,1,0,0.176,COPD_IFNpositive,red
f__Bacteria_Rank_Proteobacteria_Rank_Gammaproteobacteria_Rank_Pseudomonadales_Rank_Moraxellaceae,0.0477,0.067299,14.8387096774194,101.666666666667,18.5,101.666666666667,14.8387096774194,1.65,COPD_IFNpositive,red
f__Bacteria_Rank_Actinobacteriota_Rank_Coriobacteriia_Rank_Coriobacteriales_Rank_Eggerthellaceae,0.049784,0.069893,2.19354838709677,10.7777777777778,0.53125,10.7777777777778,0.53125,0.787,COPD_IFNpositive,red
o__Bacteria_Rank_Actinobacteriota_Rank_Actinobacteria_Rank_Bifidobacteriales,0.052137,0.072195,3.58064516129032,3.33333333333333,1.65625,3.58064516129032,1.65625,0.293,COPD_IFNnegative,darkgreen
f__Bacteria_Rank_Actinobacteriota_Rank_Actinobacteria_Rank_Bifidobacteriales_Rank_Bifidobacteriaceae,0.052137,0.072195,3.58064516129032,3.33333333333333,1.65625,3.58064516129032,1.65625,0.293,COPD_IFNnegative,darkgreen
g__Bacteria_Rank_Actinobacteriota_Rank_Actinobacteria_Rank_Bifidobacteriales_Rank_Bifidobacteriaceae_Rank_Parascardovia,0.052183,0.072195,1.83870967741935,0.555555555555556,0,1.83870967741935,0,0.283,COPD_IFNnegative,darkgreen
o__Bacteria_Rank_Proteobacteria_Rank_Alphaproteobacteria_Rank_Rhizobiales,0.058056,0.079932,33.7741935483871,211.666666666667,817.4375,817.4375,33.7741935483871,2.59,TB_IFNpositive,blue
g__Bacteria_Rank_Proteobacteria_Rank_Gammaproteobacteria_Rank_Burkholderiales_Rank_Rhodocyclaceae_Rank_Methyloversatilis,0.06079,0.083293,1.35483870967742,0.333333333333333,0,1.35483870967742,0,0.225,COPD_IFNnegative,darkgreen
o__Bacteria_Rank_Bacteroidota_Rank_Bacteroidia_Rank_Chitinophagales,0.063281,0.085071,0.225806451612903,0,0,0.225806451612903,0,0.0465,COPD_IFNnegative,darkgreen
f__Bacteria_Rank_Bacteroidota_Rank_Bacteroidia_Rank_Chitinophagales_Rank_Chitinophagaceae,0.063281,0.085071,0.225806451612903,0,0,0.225806451612903,0,0.0465,COPD_IFNnegative,darkgreen
f__Bacteria_Rank_Proteobacteria_Rank_Gammaproteobacteria_Rank_Enterobacterales_Rank_Enterobacteriaceae,0.064051,0.085702,53.3870967741936,0.444444444444444,0.84375,53.3870967741936,0.444444444444444,1.44,COPD_IFNnegative,darkgreen
f__Bacteria_Rank_Firmicutes_Rank_Bacilli_Rank_Erysipelotrichales_Rank_Erysipelatoclostridiaceae,0.067104,0.088952,0.193548387096774,0.111111111111111,0,0.193548387096774,0,0.0401,COPD_IFNnegative,darkgreen
f__Bacteria_Rank_Firmicutes_Rank_Bacilli_Rank_Acholeplasmatales_Rank_Acholeplasmataceae,0.068527,0.089588,2.35483870967742,0.222222222222222,0,2.35483870967742,0,0.338,COPD_IFNnegative,darkgreen
g__Bacteria_Rank_Firmicutes_Rank_Bacilli_Rank_Acholeplasmatales_Rank_Acholeplasmataceae_Rank_Acholeplasma,0.068527,0.089588,2.35483870967742,0.222222222222222,0,2.35483870967742,0,0.338,COPD_IFNnegative,darkgreen
o__Bacteria_Rank_Firmicutes_Rank_Clostridia_Rank_Eubacteriales,0.070651,0.09111,0.193548387096774,1,0,1,0,0.176,COPD_IFNpositive,red
f__Bacteria_Rank_Firmicutes_Rank_Clostridia_Rank_Eubacteriales_Rank_Eubacteriaceae,0.070651,0.09111,0.193548387096774,1,0,1,0,0.176,COPD_IFNpositive,red
g__Bacteria_Rank_Firmicutes_Rank_Clostridia_Rank_Eubacteriales_Rank_Eubacteriaceae_Rank_Pseudoramibacter,0.070651,0.09111,0.193548387096774,1,0,1,0,0.176,COPD_IFNpositive,red
g__Bacteria_Rank_Proteobacteria_Rank_Alphaproteobacteria_Rank_Caulobacterales_Rank_Caulobacteraceae_Rank_Brevundimonas,0.074118,0.095151,4.16129032258065,0.444444444444444,0.1875,4.16129032258065,0.1875,0.475,COPD_IFNnegative,darkgreen
f__Bacteria_Rank_Bacteroidota_Rank_Bacteroidia_Rank_Bacteroidales_Rank_Bacteroidaceae,0.095976,0.12157,1.48387096774194,0.222222222222222,0.03125,1.48387096774194,0.03125,0.237,COPD_IFNnegative,darkgreen
g__Bacteria_Rank_Bacteroidota_Rank_Bacteroidia_Rank_Bacteroidales_Rank_Bacteroidaceae_Rank_Bacteroides,0.095976,0.12157,1.48387096774194,0.222222222222222,0.03125,1.48387096774194,0.03125,0.237,COPD_IFNnegative,darkgreen
f__Bacteria_Rank_Proteobacteria_Rank_Gammaproteobacteria_Rank_Burkholderiales_Rank_Burkholderiaceae,0.098354,0.12403,11.6774193548387,38.7777777777778,5.34375,38.7777777777778,5.34375,1.25,COPD_IFNpositive,red
g__Bacteria_Rank_Proteobacteria_Rank_Gammaproteobacteria_Rank_Burkholderiales_Rank_Neisseriaceae_Rank_Alysiella,0.10831,0.13598,0.516129032258065,0,0.03125,0.516129032258065,0,0.0997,COPD_IFNnegative,darkgreen
g__Bacteria_Rank_Actinobacteriota_Rank_Coriobacteriia_Rank_Coriobacteriales_Rank_Eggerthellaceae_Rank_DNF00809,0.12996,0.16034,0.129032258064516,0,0,0.129032258064516,0,0.0272,COPD_IFNnegative,darkgreen
